#sallacc	qacc	evalue	length	pident	qcovs	slen	seq.id	salltitles	species
STX45377.1	AVR58_12850	0.0	455	70.769	98	459	462	STX45377.1 Ser/Thr protein kinase 	L. gratiana
USQ15426.1	AVR58_12850	6.37e-36	439	30.068	91	510	462	USQ15426.1 protein kinase (plasmid) 	L. lytica
AOU50118.1	AVR58_12955	0.0	243	100.000	100	243	243	AOU50118.1 hypothetical protein A9E85_12975 	L. pneumophila
MBL7480573.1	AVR58_12955	3.57e-77	244	54.098	98	240	243	MBL7480573.1 hypothetical protein IZU94_11435 	L. sp. 27fs60
STY16821.1	AVR58_12955	2.64e-74	243	52.263	98	239	243	STY16821.1 Uncharacterised protein 	L. quateirensis
STX29795.1	AVR58_12955	3.12e-47	232	41.379	95	236	243	STX29795.1 Uncharacterised protein 	L. beliardensis
SNV49841.1	AVR58_12955	1.83e-46	247	41.700	98	239	243	SNV49841.1 Uncharacterised protein 	L. lansingensis
STX38322.1	AVR58_12955	2.53e-43	251	39.841	97	243	243	STX38322.1 Uncharacterised protein 	L. feeleii
STX61701.1	AVR58_12955	9.43e-43	233	39.914	93	234	243	STX61701.1 Uncharacterised protein 	L. moravica
STX42579.1	AVR58_12955	5.96e-41	250	41.600	97	243	243	STX42579.1 Uncharacterised protein 	L. donaldsonii
CEG60032.1	AVR58_12955	1.85e-40	237	34.599	97	232	243	CEG60032.1 conserved protein of unknown function [coiled-coil] 	L. micdadei
ASQ46997.1	AVR58_12955	1.59e-39	239	37.238	96	236	243	ASQ46997.1 hypothetical protein clem_12310 	L. clemsonensis
KTD68996.1	AVR58_12955	4.18e-38	234	35.470	96	234	243	KTD68996.1 hypothetical protein Lste_2154 	L. steelei
STX49987.1	AVR58_12955	6.94e-38	248	41.532	95	257	243	STX49987.1 Uncharacterised protein 	L. busanensis
SFL87450.1	AVR58_12955	2.90e-37	237	37.131	96	236	243	SFL87450.1 hypothetical protein SAMN02746073_2331 	L. jamestowniensis DSM 19215
QDP73270.1	AVR58_12955	1.22e-36	242	36.364	96	223	243	QDP73270.1 hypothetical protein FOG18_12210 	L. israelensis
ASQ46001.1	AVR58_12955	1.96e-36	244	38.115	96	235	243	ASQ46001.1 hypothetical protein clem_07240 	L. clemsonensis
STX50956.1	AVR58_12955	5.54e-33	243	33.745	98	232	243	STX50956.1 Uncharacterised protein 	L. busanensis
CEG57846.1	AVR58_12955	6.06e-33	232	37.069	95	222	243	CEG57846.1 conserved protein of unknown function 	L. fallonii LLAP-10
VEG92109.1	AVR58_12955	0.005	237	24.895	92	231	243	VEG92109.1 Uncharacterised protein 	L. spiritensis
AUH74019.1	AVR58_12955	0.006	263	28.137	96	291	243	AUH74019.1 hypothetical protein CAB17_16215 	L. sainthelensi
AOU50320.1	AVR58_14030	0.0	1151	100.000	100	1151	1151	AOU50320.1 interaptin 	L. pneumophila
AOU50128.1	AVR58_13005	0.0	364	100.000	100	364	364	AOU50128.1 peptidase C1 	L. pneumophila
STX61625.1	AVR58_13005	0.0	364	74.176	100	364	364	STX61625.1 cysteine protease, papain C1 family 	L. moravica
STY16809.1	AVR58_13005	0.0	364	73.352	100	364	364	STY16809.1 cysteine protease, papain C1 family 	L. quateirensis
MBL7480561.1	AVR58_13005	0.0	364	72.527	100	364	364	MBL7480561.1 C1 family peptidase 	L. sp. 27fs60
MCL9684802.1	AVR58_13005	0.0	361	74.515	99	361	364	MCL9684802.1 C1 family peptidase 	L. sp. HCPI-6
STY31581.1	AVR58_13005	0.0	364	68.681	100	364	364	STY31581.1 cysteine protease, papain C1 family 	L. worsleiensis
KTD65131.1	AVR58_13005	0.0	363	70.523	99	366	364	KTD65131.1 cysteine protease 	L. shakespearei DSM 23087
BCA94289.1	AVR58_13005	0.0	356	71.348	98	361	364	BCA94289.1 peptidase C1 	L. antarctica
CEG57884.1	AVR58_13005	2.80e-173	362	65.470	99	362	364	CEG57884.1 Cysteine protease 	L. fallonii LLAP-10
CEG62320.1	AVR58_13005	3.11e-158	363	59.780	98	365	364	CEG62320.1 Cysteine protease, papain C1 family 	L. micdadei
CEE11993.1	AVR58_13005	4.31e-158	354	60.169	96	360	364	CEE11993.1 Peptidase C1-like family protein 	L. massiliensis
KTD36407.1	AVR58_13005	3.33e-157	370	57.568	99	369	364	KTD36407.1 cysteine protease 	L. nautarum
WED43001.1	AVR58_13005	3.64e-156	363	59.229	98	364	364	WED43001.1 C1 family peptidase 	L. cardiaca
ASQ44663.1	AVR58_13005	2.51e-154	366	59.563	98	365	364	ASQ44663.1 Peptidase C1-like family protein 	L. clemsonensis
SFL59900.1	AVR58_13005	9.56e-154	359	58.774	97	362	364	SFL59900.1 Peptidase C1-like family protein 	L. jamestowniensis DSM 19215
SUO98813.1	AVR58_13005	1.95e-153	365	58.082	98	367	364	SUO98813.1 Uncharacterised protein 	L. maceachernii
SNV57234.1	AVR58_13005	9.40e-153	369	58.537	97	403	364	SNV57234.1 cysteine protease, papain C1 family 	L. lansingensis
CEK12162.1	AVR58_13005	3.54e-152	366	58.197	98	365	364	CEK12162.1 Cysteine protease, papain C1 family 	L. hackeliae
KTD38242.1	AVR58_13005	1.17e-150	359	58.217	97	360	364	KTD38242.1 cysteine protease 	L. oakridgensis
STY27418.1	AVR58_13005	7.24e-148	366	58.470	99	367	364	STY27418.1 cysteine protease, papain C1 family 	L. taurinensis
KTC94579.1	AVR58_13005	1.10e-146	363	57.851	98	369	364	KTC94579.1 cysteine protease 	L. erythra
STX92165.1	AVR58_13005	4.94e-146	355	57.183	97	354	364	STX92165.1 cysteine protease, papain C1 family 	L. londiniensis
KTC85062.1	AVR58_13005	1.15e-144	369	56.640	99	386	364	KTC85062.1 cysteine protease 	L. brunensis
STX39992.1	AVR58_13005	2.74e-144	367	54.768	96	370	364	STX39992.1 cysteine protease, papain C1 family 	L. feeleii
VEH13923.1	AVR58_13005	5.30e-139	364	56.593	96	369	364	VEH13923.1 cysteine protease, papain C1 family 	L. jordanis
STX30300.1	AVR58_13005	2.57e-138	354	54.802	97	353	364	STX30300.1 cysteine protease, papain C1 family 	L. birminghamensis
STX51226.1	AVR58_13005	1.21e-137	362	56.906	99	357	364	STX51226.1 cysteine protease, papain C1 family 	L. busanensis
RUR11454.1	AVR58_13005	8.46e-135	360	54.167	97	359	364	RUR11454.1 peptidase C1 	L. septentrionalis
KTC64773.1	AVR58_13005	9.89e-135	366	51.366	99	362	364	KTC64773.1 cysteine protease 	L. adelaidensis
KTD43501.1	AVR58_13005	1.19e-133	352	53.409	97	354	364	KTD43501.1 cysteine protease 	L. oakridgensis
STX45021.1	AVR58_13005	2.58e-132	367	52.861	96	370	364	STX45021.1 cysteine protease, papain C1 family 	L. donaldsonii
KTD51925.1	AVR58_13005	2.63e-129	354	53.672	97	353	364	KTD51925.1 cysteine protease 	L. quinlivanii
USQ13173.1	AVR58_13005	5.85e-126	350	53.714	96	372	364	USQ13173.1 C1 family peptidase 	L. lytica
MCL9685343.1	AVR58_13005	6.91e-113	358	49.162	97	357	364	MCL9685343.1 C1 family peptidase 	L. sp. HCPI-6
KTC77100.1	AVR58_13005	5.84e-109	343	49.854	91	363	364	KTC77100.1 cysteine protease 	L. brunensis
AWN73742.1	AVR58_13005	9.35e-108	360	49.167	96	362	364	AWN73742.1 peptidase C1 	L. anisa
SFL76595.1	AVR58_13005	9.56e-108	368	48.913	96	354	364	SFL76595.1 Peptidase C1-like family protein 	L. jamestowniensis DSM 19215
STX75472.1	AVR58_13005	1.27e-106	355	49.859	95	363	364	STX75472.1 cysteine protease, papain C1 family 	L. parisiensis
CEE15047.1	AVR58_13005	4.54e-106	342	49.415	92	354	364	CEE15047.1 Peptidase C1-like family protein 	L. massiliensis
STO33370.1	AVR58_13005	7.16e-106	358	49.721	95	362	364	STO33370.1 Uncharacterised protein 	L. bozemanae
WED42676.1	AVR58_13005	1.44e-105	354	47.740	95	359	364	WED42676.1 C1 family peptidase 	L. cardiaca
STY23629.1	AVR58_13005	5.30e-104	355	49.014	95	359	364	STY23629.1 cysteine protease, papain C1 family 	L. steigerwaltii
KTC64774.1	AVR58_13005	1.63e-103	351	49.573	95	355	364	KTC64774.1 cysteine protease 	L. adelaidensis
STY28727.1	AVR58_13005	8.66e-102	356	47.753	95	359	364	STY28727.1 cysteine protease, papain C1 family 	L. wadsworthii
CEG61051.1	AVR58_13005	3.34e-101	353	46.176	95	369	364	CEG61051.1 Cysteine protease, papain C1 family 	L. micdadei
KTD69052.1	AVR58_13005	2.38e-100	354	45.480	95	359	364	KTD69052.1 cysteine protease 	L. steelei
KTD36245.1	AVR58_13005	5.22e-100	347	45.821	94	351	364	KTD36245.1 cysteine protease 	L. nautarum
CEK11378.1	AVR58_13005	6.45e-99	358	46.648	94	360	364	CEK11378.1 Cysteine protease, papain C1 family 	L. hackeliae
USQ13258.1	AVR58_13005	1.53e-98	359	44.847	95	356	364	USQ13258.1 C1 family peptidase 	L. lytica
STY22105.1	AVR58_13005	2.43e-97	349	44.126	95	355	364	STY22105.1 cysteine protease, papain C1 family 	L. steigerwaltii
STX72295.1	AVR58_13005	2.86e-97	351	44.160	95	355	364	STX72295.1 cysteine protease, papain C1 family 	L. parisiensis
RUR21356.1	AVR58_13005	2.98e-96	355	44.225	96	355	364	RUR21356.1 peptidase C1 	L. qingyii
KTD57826.1	AVR58_13005	2.80e-95	339	47.788	91	363	364	KTD57826.1 cysteine protease 	L. shakespearei DSM 23087
RUR08609.1	AVR58_13005	1.02e-89	348	45.402	91	365	364	RUR08609.1 peptidase C1 	L. septentrionalis
STY25006.1	AVR58_13005	4.20e-83	356	39.607	96	351	364	STY25006.1 cysteine protease, papain C1 family 	L. taurinensis
KTC94372.1	AVR58_13005	6.40e-81	358	40.503	96	351	364	KTC94372.1 cysteine protease 	L. erythra
STY16770.1	AVR58_13005	1.86e-77	357	40.616	97	353	364	STY16770.1 cysteine protease, papain C1 family 	L. quateirensis
KTD65077.1	AVR58_13005	3.47e-77	345	40.290	94	354	364	KTD65077.1 cysteine protease 	L. shakespearei DSM 23087
STX61589.1	AVR58_13005	7.41e-77	357	40.616	97	353	364	STX61589.1 cysteine protease, papain C1 family 	L. moravica
KTD64605.1	AVR58_13005	1.09e-76	341	37.537	93	356	364	KTD64605.1 cysteine protease 	L. shakespearei DSM 23087
MBL7480521.1	AVR58_13005	2.51e-76	352	40.341	96	353	364	MBL7480521.1 C1 family peptidase 	L. sp. 27fs60
USQ13172.1	AVR58_13005	3.64e-74	356	39.045	97	316	364	USQ13172.1 hypothetical protein J2N86_10795 	L. lytica
SNV12537.1	AVR58_13005	3.14e-73	335	40.000	91	354	364	SNV12537.1 cysteine protease, papain C1 family 	L. waltersii
STY31649.1	AVR58_13005	2.59e-69	351	39.886	95	353	364	STY31649.1 cysteine protease, papain C1 family 	L. worsleiensis
AOU50129.1	AVR58_13010	0.0	516	100.000	100	516	516	AOU50129.1 phospholipase 	L. pneumophila
MCL9684801.1	AVR58_13010	0.0	504	59.921	97	510	516	MCL9684801.1 SGNH/GDSL hydrolase family protein 	L. sp. HCPI-6
CEG57885.1	AVR58_13010	0.0	502	55.976	97	509	516	CEG57885.1 putative Phosphatidylcholine--sterol O-acyltransferase 	L. fallonii LLAP-10
STY22139.1	AVR58_13010	0.0	504	55.556	97	505	516	STY22139.1 phospholipase/lecithinase/hemolysin 	L. steigerwaltii
KTD70961.1	AVR58_13010	0.0	502	54.582	97	506	516	KTD70961.1 phospholipase/lecithinase/hemolysin 	L. steelei
MCL9683610.1	AVR58_13010	0.0	500	52.800	96	514	516	MCL9683610.1 SGNH/GDSL hydrolase family protein 	L. sp. HCPI-6
STO34887.1	AVR58_13010	0.0	507	54.043	98	504	516	STO34887.1 Phosphatidylcholine-sterol acyltransferase precursor 	L. bozemanae
CBJ13051.1	AVR58_13010	0.0	498	55.020	96	506	516	CBJ13051.1 putative phospholipase/lecithinase/hemolysin 	L. longbeachae NSW150
KTD63639.1	AVR58_13010	0.0	498	54.418	96	528	516	KTD63639.1 phospholipase/lecithinase/hemolysin 	L. santicrucis
STX34307.1	AVR58_13010	0.0	500	55.200	97	505	516	STX34307.1 phospholipase/lecithinase/hemolysin 	L. cincinnatiensis
STX42831.1	AVR58_13010	0.0	499	54.108	97	513	516	STX42831.1 phospholipase/lecithinase/hemolysin 	L. gratiana
AUH73834.1	AVR58_13010	0.0	498	54.418	96	505	516	AUH73834.1 phospholipase 	L. sainthelensi
STY26504.1	AVR58_13010	0.0	506	52.569	98	512	516	STY26504.1 thermolabile hemolysin 	L. taurinensis
VEG89860.1	AVR58_13010	0.0	515	51.068	99	521	516	VEG89860.1 thermolabile hemolysin 	L. spiritensis
BCA96029.1	AVR58_13010	0.0	482	54.772	92	494	516	BCA96029.1 thermolabile hemolysin 	L. antarctica
STX62806.1	AVR58_13010	0.0	506	50.593	98	511	516	STX62806.1 thermolabile hemolysin 	L. moravica
KTC97535.1	AVR58_13010	2.56e-179	512	51.562	99	520	516	KTC97535.1 putative thermolabile hemolysin 	L. erythra
SNV11293.1	AVR58_13010	4.45e-144	513	45.809	95	524	516	SNV11293.1 thermolabile hemolysin 	L. waltersii
AOU50130.1	AVR58_13015	0.0	385	100.000	100	385	385	AOU50130.1 metallophosphatase 	L. pneumophila
KGP64236.1	AVR58_13015	0.0	385	78.701	100	385	385	KGP64236.1 metallophosphatase 	L. norrlandica
STY16807.1	AVR58_13015	0.0	381	64.829	99	382	385	STY16807.1 acid sphingomyelinase-like phosphodiesterase 	L. quateirensis
MBL7480558.1	AVR58_13015	0.0	381	64.042	99	382	385	MBL7480558.1 metallophosphoesterase 	L. sp. 27fs60
STX61624.1	AVR58_13015	0.0	381	63.780	99	396	385	STX61624.1 acid sphingomyelinase-like phosphodiesterase 	L. moravica
MCL9684800.1	AVR58_13015	0.0	386	62.953	100	386	385	MCL9684800.1 metallophosphoesterase 	L. sp. HCPI-6
CEG57888.1	AVR58_13015	0.0	381	64.042	99	385	385	CEG57888.1 Acid sphingomyelinase-like phosphodiesterase 	L. fallonii LLAP-10
SNV12374.1	AVR58_13015	0.0	381	62.205	99	386	385	SNV12374.1 acid sphingomyelinase-like phosphodiesterase 	L. waltersii
STY31582.1	AVR58_13015	0.0	385	60.779	100	385	385	STY31582.1 acid sphingomyelinase-like phosphodiesterase 	L. worsleiensis
BCA94288.1	AVR58_13015	0.0	385	62.338	100	385	385	BCA94288.1 acid sphingomyelinase phosphodiesterase 	L. antarctica
KTD65130.1	AVR58_13015	1.16e-180	387	59.948	100	412	385	KTD65130.1 acid sphingomyelinase-like phosphodiesterase 	L. shakespearei DSM 23087
AWN75847.1	AVR58_13015	1.27e-177	384	60.417	99	385	385	AWN75847.1 metallophosphatase 	L. anisa
STX77278.1	AVR58_13015	3.31e-175	384	59.635	99	389	385	STX77278.1 sphingomyelin phosphodiesterase 	L. parisiensis
STO34885.1	AVR58_13015	5.56e-174	384	59.635	99	389	385	STO34885.1 Calcineurin-like phosphoesterase 	L. bozemanae
RUR25332.1	AVR58_13015	9.14e-174	385	59.481	100	383	385	RUR25332.1 metallophosphatase 	L. qingyii
CBJ13048.1	AVR58_13015	6.87e-172	380	60.526	99	383	385	CBJ13048.1 putative sphingomyelin phosphodiesterase 	L. longbeachae NSW150
STX42836.1	AVR58_13015	7.26e-172	380	60.526	99	383	385	STX42836.1 sphingomyelin phosphodiesterase 	L. gratiana
STY22141.1	AVR58_13015	7.81e-172	384	58.333	99	390	385	STY22141.1 sphingomyelin phosphodiesterase 	L. steigerwaltii
KTD70963.1	AVR58_13015	3.09e-170	385	58.182	100	388	385	KTD70963.1 sphingomyelin phosphodiesterase 	L. steelei
EHL30639.1	AVR58_13015	8.64e-170	389	57.584	100	388	385	EHL30639.1 hypothetical protein LDG_7410 	L. drancourtii LLAP12
AUH73832.1	AVR58_13015	3.86e-169	385	59.481	100	383	385	AUH73832.1 metallophosphatase 	L. sainthelensi
KTD63637.1	AVR58_13015	2.13e-167	385	59.221	100	383	385	KTD63637.1 sphingomyelin phosphodiesterase 	L. santicrucis
STX34309.1	AVR58_13015	8.09e-167	380	59.474	99	383	385	STX34309.1 sphingomyelin phosphodiesterase 	L. cincinnatiensis
USQ13457.1	AVR58_13015	3.25e-160	390	55.897	100	390	385	USQ13457.1 metallophosphoesterase 	L. lytica
STY30223.1	AVR58_13015	1.35e-158	385	53.766	100	385	385	STY30223.1 sphingomyelin phosphodiesterase 	L. wadsworthii
CEG62025.1	AVR58_13015	2.06e-154	383	54.047	99	384	385	CEG62025.1 conserved exported protein of unknown function 	L. micdadei
STY25068.1	AVR58_13015	5.82e-150	379	53.298	98	388	385	STY25068.1 acid sphingomyelinase-like phosphodiesterase 	L. taurinensis
KTC94310.1	AVR58_13015	1.57e-148	385	52.468	100	387	385	KTC94310.1 acid sphingomyelinase-like phosphodiesterase 	L. erythra
KTD33370.1	AVR58_13015	1.08e-144	378	51.852	98	384	385	KTD33370.1 acid sphingomyelinase-like phosphodiesterase 	L. nautarum
STX50893.1	AVR58_13015	2.43e-139	390	51.282	100	390	385	STX50893.1 acid sphingomyelinase-like phosphodiesterase 	L. busanensis
SUP00528.1	AVR58_13015	4.12e-139	385	49.870	100	384	385	SUP00528.1 Uncharacterised protein 	L. maceachernii
STX28409.1	AVR58_13015	4.12e-128	391	48.082	100	391	385	STX28409.1 acid sphingomyelinase-like phosphodiesterase 	L. beliardensis
KTC64920.1	AVR58_13015	2.42e-120	382	46.073	99	408	385	KTC64920.1 acid sphingomyelinase-like phosphodiesterase 	L. adelaidensis
SFL84168.1	AVR58_13015	1.92e-36	398	31.156	91	410	385	SFL84168.1 3',5'-cyclic AMP phosphodiesterase CpdA 	L. jamestowniensis DSM 19215
AOU50133.1	AVR58_13030	2.95e-120	165	100.000	100	165	165	AOU50133.1 type IV secretion protein Dot 	L. pneumophila
SNV12392.1	AVR58_13030	1.48e-63	167	55.689	99	167	165	SNV12392.1 Dot/Icm secretion system substrate 	L. waltersii
STY16804.1	AVR58_13030	2.86e-54	157	53.503	94	167	165	STY16804.1 Dot/Icm secretion system substrate 	L. quateirensis
STY31588.1	AVR58_13030	3.60e-54	163	51.534	98	167	165	STY31588.1 Dot/Icm secretion system substrate 	L. worsleiensis
MBL7480555.1	AVR58_13030	9.64e-53	161	50.932	96	167	165	MBL7480555.1 type IV secretion protein Dot 	L. sp. 27fs60
BCA94277.1	AVR58_13030	3.00e-49	163	51.534	95	173	165	BCA94277.1 hypothetical protein TUM19329_06380 	L. antarctica
CEG57891.1	AVR58_13030	2.82e-44	175	45.714	100	185	165	CEG57891.1 substrate of the Dot/Icm secretion sytem 	L. fallonii LLAP-10
KTD62959.1	AVR58_13030	5.29e-43	158	48.101	93	166	165	KTD62959.1 Dot/Icm secretion system substrate 	L. santicrucis
AUH71905.1	AVR58_13030	5.08e-40	153	45.752	90	166	165	AUH71905.1 hypothetical protein CAB17_07370 	L. sainthelensi
STX34053.1	AVR58_13030	3.89e-39	155	43.871	92	166	165	STX34053.1 Dot/Icm secretion system substrate 	L. cincinnatiensis
MCL9684797.1	AVR58_13030	3.97e-39	173	46.243	100	178	165	MCL9684797.1 hypothetical protein LOX96_11890 	L. sp. HCPI-6
STX46020.1	AVR58_13030	2.49e-35	153	43.137	90	164	165	STX46020.1 Dot/Icm secretion system substrate 	L. gratiana
STY28462.1	AVR58_13030	2.21e-29	168	36.905	94	177	165	STY28462.1 Dot/Icm secretion system substrate 	L. wadsworthii
STX44261.1	AVR58_13030	9.35e-14	160	31.875	95	169	165	STX44261.1 Dot/Icm secretion system substrate 	L. donaldsonii
VEG91299.1	AVR58_13030	6.41e-13	169	30.769	95	174	165	VEG91299.1 Dot/Icm secretion system substrate 	L. spiritensis
KTD33207.1	AVR58_13030	8.46e-12	149	30.872	90	169	165	KTD33207.1 Dot/Icm secretion system substrate 	L. nautarum
SUO99889.1	AVR58_13030	1.23e-09	151	29.139	90	169	165	SUO99889.1 Uncharacterised protein 	L. maceachernii
AOU50145.1	AVR58_13090	0.0	413	100.000	100	413	413	AOU50145.1 Dot/Icm T4SS effector 	L. pneumophila
KTD67832.1	AVR58_13090	2.31e-133	423	51.064	99	416	413	KTD67832.1 Dot/Icm T4SS effector 	L. steelei
STY25380.1	AVR58_13090	1.40e-105	408	44.853	97	413	413	STY25380.1 Dot/Icm T4SS effector 	L. taurinensis
SNV10221.1	AVR58_13090	5.56e-104	412	43.932	98	413	413	SNV10221.1 Dot/Icm T4SS effector 	L. waltersii
KTC99197.1	AVR58_13090	9.70e-103	412	42.961	98	412	413	KTC99197.1 Dot/Icm T4SS effector 	L. erythra
STO33896.1	AVR58_13090	5.61e-102	438	43.151	98	446	413	STO33896.1 Uncharacterised protein 	L. bozemanae
SNV12654.1	AVR58_13090	1.28e-95	427	41.686	99	413	413	SNV12654.1 Dot/Icm T4SS effector 	L. waltersii
AOU50170.1	AVR58_13215	0.0	250	100.000	100	250	250	AOU50170.1 hypothetical protein A9E85_13235 	L. pneumophila
MCL9683407.1	AVR58_13215	5.72e-129	246	68.293	98	252	250	MCL9683407.1 YdcF family protein 	L. sp. HCPI-6
CEG57944.1	AVR58_13215	1.68e-123	246	65.447	98	257	250	CEG57944.1 conserved protein of unknown function 	L. fallonii LLAP-10
STY16748.1	AVR58_13215	1.98e-122	247	66.802	99	252	250	STY16748.1 membrane protein 	L. quateirensis
STX61576.1	AVR58_13215	2.06e-121	250	67.200	100	252	250	STX61576.1 membrane protein 	L. moravica
BCA94216.1	AVR58_13215	3.68e-121	247	68.421	99	252	250	BCA94216.1 membrane protein 	L. antarctica
MBL7480504.1	AVR58_13215	1.72e-119	249	65.060	99	252	250	MBL7480504.1 YdcF family protein 	L. sp. 27fs60
STY31722.1	AVR58_13215	3.20e-116	250	65.200	100	252	250	STY31722.1 membrane protein 	L. worsleiensis
SNV12609.1	AVR58_13215	1.24e-114	250	64.800	100	251	250	SNV12609.1 membrane protein 	L. waltersii
KTD65065.1	AVR58_13215	2.37e-111	247	61.943	99	249	250	KTD65065.1 membrane protein 	L. shakespearei DSM 23087
KTC85516.1	AVR58_13215	2.09e-96	246	55.691	98	253	250	KTC85516.1 membrane protein 	L. brunensis
CEK09926.1	AVR58_13215	3.75e-94	247	55.870	99	254	250	CEK09926.1 conserved protein of unknown function 	L. hackeliae
KTD36859.1	AVR58_13215	1.64e-93	246	54.065	98	255	250	KTD36859.1 membrane protein 	L. oakridgensis
QDP71881.1	AVR58_13215	2.13e-93	246	55.285	98	252	250	QDP71881.1 YdcF family protein 	L. israelensis
SNV52508.1	AVR58_13215	1.49e-90	243	57.613	97	254	250	SNV52508.1 membrane protein 	L. lansingensis
VEH11920.1	AVR58_13215	1.78e-89	250	56.000	98	256	250	VEH11920.1 membrane protein 	L. jordanis
STX39159.1	AVR58_13215	3.58e-88	246	54.065	98	253	250	STX39159.1 membrane protein 	L. feeleii
SFL55313.1	AVR58_13215	2.61e-85	246	56.098	98	254	250	SFL55313.1 Uncharacterized SAM-binding protein YcdF, DUF218 family 	L. jamestowniensis DSM 19215
SUP04042.1	AVR58_13215	2.97e-84	246	53.659	98	252	250	SUP04042.1 DUF218 domain 	L. maceachernii
STX92523.1	AVR58_13215	2.21e-83	246	51.220	98	252	250	STX92523.1 membrane protein 	L. londiniensis
STX51976.1	AVR58_13215	4.35e-83	246	49.593	98	249	250	STX51976.1 membrane protein 	L. busanensis
KTD32829.1	AVR58_13215	8.09e-83	246	52.033	98	253	250	KTD32829.1 membrane protein 	L. nautarum
STX29444.1	AVR58_13215	3.97e-81	241	50.207	96	251	250	STX29444.1 membrane protein 	L. beliardensis
STX32480.1	AVR58_13215	4.29e-81	246	49.593	97	251	250	STX32480.1 membrane protein 	L. birminghamensis
CEG60301.1	AVR58_13215	4.54e-81	241	54.772	96	268	250	CEG60301.1 conserved protein of unknown function 	L. micdadei
STY25591.1	AVR58_13215	2.17e-79	246	51.626	98	252	250	STY25591.1 membrane protein 	L. taurinensis
VEG90735.1	AVR58_13215	3.04e-79	243	52.263	97	252	250	VEG90735.1 membrane protein 	L. spiritensis
KTD50214.1	AVR58_13215	4.46e-79	245	50.204	97	251	250	KTD50214.1 membrane protein 	L. quinlivanii
RUR10198.1	AVR58_13215	3.32e-76	247	50.202	98	252	250	RUR10198.1 YdcF family protein 	L. septentrionalis
AOU50179.1	AVR58_13260	0.0	403	100.000	100	403	403	AOU50179.1 hypothetical protein A9E85_13280 	L. pneumophila
SNV12647.1	AVR58_13260	1.13e-89	378	35.714	93	407	403	SNV12647.1 Uncharacterised protein 	L. waltersii
CEG57953.1	AVR58_13260	1.30e-49	374	31.016	90	394	403	CEG57953.1 conserved protein of unknown function 	L. fallonii LLAP-10
KTD65056.1	AVR58_13260	8.77e-43	399	30.576	90	429	403	KTD65056.1 hypothetical protein Lsha_0425 	L. shakespearei DSM 23087
STY16739.1	AVR58_13260	1.82e-42	407	28.993	100	389	403	STY16739.1 Uncharacterised protein 	L. quateirensis
STY25578.1	AVR58_13260	6.42e-09	406	19.704	99	373	403	STY25578.1 Uncharacterised protein 	L. taurinensis
KTC99527.1	AVR58_13260	6.27e-06	361	19.114	90	371	403	KTC99527.1 hypothetical protein Lery_0428 	L. erythra
AOU50180.1	AVR58_13265	0.0	460	100.000	100	460	460	AOU50180.1 hypothetical protein A9E85_13285 	L. pneumophila
SNV12650.1	AVR58_13265	0.0	458	61.572	97	472	460	SNV12650.1 Uncharacterised protein 	L. waltersii
MBL7480494.1	AVR58_13265	0.0	448	60.938	95	483	460	MBL7480494.1 hypothetical protein IZU94_11040 	L. sp. 27fs60
STY16738.1	AVR58_13265	0.0	448	62.054	95	483	460	STY16738.1 Uncharacterised protein 	L. quateirensis
STX61565.1	AVR58_13265	0.0	462	61.039	98	483	460	STX61565.1 Uncharacterised protein 	L. moravica
KTC86875.1	AVR58_13265	0.0	452	56.416	98	451	460	KTC86875.1 hypothetical protein Lbru_0104 	L. brunensis
AOU49675.1	AVR58_13265	0.0	445	57.303	97	455	460	AOU49675.1 hypothetical protein A9E85_10605 	L. pneumophila
SNV50240.1	AVR58_13265	6.10e-180	439	56.948	95	454	460	SNV50240.1 Uncharacterised protein 	L. lansingensis
WED42861.1	AVR58_13265	2.48e-179	450	55.778	98	452	460	WED42861.1 hypothetical protein PXX05_13300 	L. cardiaca
STY31741.1	AVR58_13265	7.69e-179	450	56.000	96	471	460	STY31741.1 Uncharacterised protein 	L. worsleiensis
QDP72779.1	AVR58_13265	1.19e-173	459	53.377	97	467	460	QDP72779.1 hypothetical protein FOG18_09515 	L. israelensis
CEK09195.1	AVR58_13265	1.90e-165	439	54.214	95	433	460	CEK09195.1 conserved protein of unknown function 	L. hackeliae
STX50659.1	AVR58_13265	2.25e-162	471	51.380	95	488	460	STX50659.1 Uncharacterised protein 	L. busanensis
VEG90851.1	AVR58_13265	2.75e-160	445	50.787	95	460	460	VEG90851.1 Uncharacterised protein 	L. spiritensis
AUH73853.1	AVR58_13265	3.51e-160	454	52.423	99	449	460	AUH73853.1 hypothetical protein CAB17_18775 	L. sainthelensi
RUR21085.1	AVR58_13265	4.60e-160	444	52.703	96	440	460	RUR21085.1 hypothetical protein ELY20_13305 	L. qingyii
STX28188.1	AVR58_13265	7.24e-158	461	50.542	99	465	460	STX28188.1 Uncharacterised protein 	L. beliardensis
STX42775.1	AVR58_13265	4.21e-156	435	51.954	95	446	460	STX42775.1 Uncharacterised protein 	L. gratiana
CBJ13073.1	AVR58_13265	9.84e-155	460	50.652	100	449	460	CBJ13073.1 hypothetical protein LLO_2645 	L. longbeachae NSW150
KTC98439.1	AVR58_13265	1.58e-152	459	49.020	98	460	460	KTC98439.1 hypothetical protein Lery_0907 	L. erythra
