#sallacc	qacc	evalue	length	pident	qcovs	slen	seq.id	species 
STY19182.1	AVR58_13540	5.86e-46	161	44.099	91	183	STY19182.1 Uncharacterised protein 	L. quateirensis
VEG90360.1	AVR58_13540	2.04e-36	162	37.654	91	173	VEG90360.1 Uncharacterised protein 	L. spiritensis
STO33275.1	AVR58_13540	9.91e-36	167	38.323	93	192	STO33275.1 Uncharacterised protein 	L. bozemanae
KTD67078.1	AVR58_13540	1.98e-35	174	35.057	96	185	KTD67078.1 hypothetical protein Lste_3284 	L. steelei
STX75315.1	AVR58_13540	3.43e-35	162	37.037	91	179	STX75315.1 Uncharacterised protein 	L. parisiensis
STY23718.1	AVR58_13540	5.77e-32	171	35.088	94	182	STY23718.1 Uncharacterised protein 	L. steigerwaltii
STX39108.1	AVR58_13540	1.34e-30	168	37.500	94	190	STX39108.1 Uncharacterised protein 	L. feeleii
AWN73653.1	AVR58_13540	1.91e-30	162	37.037	91	180	AWN73653.1 hypothetical protein DLD14_07275 	L. anisa
STX41355.1	AVR58_13540	1.05e-29	168	36.905	94	190	STX41355.1 Uncharacterised protein 	L. donaldsonii
STY28645.1	AVR58_13540	3.21e-29	164	32.927	93	207	STY28645.1 Uncharacterised protein 	L. wadsworthii
QDP72937.1	AVR58_13540	1.75e-27	177	31.073	94	187	QDP72937.1 hypothetical protein FOG18_10375 	L. israelensis
STY26264.1	AVR58_13540	4.33e-25	162	32.716	92	164	STY26264.1 Uncharacterised protein 	L. taurinensis
SFL54767.1	AVR58_13540	1.87e-24	160	36.875	89	202	SFL54767.1 hypothetical protein SAMN02746073_0822 	L. jamestowniensis DSM 19215
ASQ46716.1	AVR58_13540	1.84e-23	162	31.481	91	192	ASQ46716.1 hypothetical protein clem_10850 	L. clemsonensis
RUR26446.1	AVR58_13540	6.81e-23	159	30.818	90	179	RUR26446.1 hypothetical protein ELY20_00565 	L. qingyii
WED42220.1	AVR58_13540	1.21e-22	162	32.099	91	194	WED42220.1 hypothetical protein PXX05_09795 	L. cardiaca
KTC98200.1	AVR58_13540	3.58e-22	156	30.128	89	164	KTC98200.1 hypothetical protein Lery_1254 	L. erythra
CEK09896.1	AVR58_13540	1.10e-21	162	32.099	91	191	CEK09896.1 protein of unknown function 	L. hackeliae
SFL54797.1	AVR58_13540	1.55e-15	167	30.539	93	201	SFL54797.1 hypothetical protein SAMN02746073_0824 	L. jamestowniensis DSM 19215
KTC87206.1	AVR58_13540	3.00e-14	161	28.571	89	174	KTC87206.1 hypothetical protein Lbru_0024 	L. brunensis
ASQ46710.1	AVR58_13540	1.58e-13	158	30.380	89	195	ASQ46710.1 hypothetical protein clem_10820 	L. clemsonensis
SNV43293.1	AVR58_13540	2.24e-13	167	29.940	92	177	SNV43293.1 Uncharacterised protein 	L. lansingensis
VEH11213.1	AVR58_13540	7.12e-06	132	28.030	73	170	VEH11213.1 Uncharacterised protein 	L. jordanis
AOU50235.1	AVR58_13550	0.0	276	100.000	100	276	AOU50235.1 phytanoyl-CoA dioxygenase 	L. pneumophila
KGP63280.1	AVR58_13550	0.0	276	83.696	100	276	KGP63280.1 phytanoyl-CoA dioxygenase 	L. norrlandica
CEG55841.1	AVR58_13550	7.73e-176	276	81.159	100	276	CEG55841.1 Phytanoyl-CoA dioxygenase 2 	L. fallonii LLAP-10
MBL7480681.1	AVR58_13550	8.16e-176	276	80.072	100	276	MBL7480681.1 phytanoyl-CoA dioxygenase family protein 	L. sp. 27fs60
STY19187.1	AVR58_13550	1.11e-175	276	81.159	100	276	STY19187.1 phytanoyl-CoA dioxygenase 	L. quateirensis
STX63881.1	AVR58_13550	2.64e-173	276	79.710	100	276	STX63881.1 phytanoyl-CoA dioxygenase 	L. moravica
MCL9685200.1	AVR58_13550	1.52e-168	276	76.812	100	276	MCL9685200.1 phytanoyl-CoA dioxygenase family protein 	L. sp. HCPI-6
KTD59979.1	AVR58_13550	2.91e-168	276	78.623	100	276	KTD59979.1 phytanoyl-CoA dioxygenase 	L. shakespearei DSM 23087
SNV12917.1	AVR58_13550	2.34e-158	276	72.101	100	276	SNV12917.1 phytanoyl-CoA dioxygenase 	L. waltersii
CEG61691.1	AVR58_13550	2.85e-135	274	63.139	99	276	CEG61691.1 Phytanoyl-CoA dioxygenase domain-containing protein 1 	L. micdadei
STX50736.1	AVR58_13550	2.19e-131	273	63.370	99	277	STX50736.1 phytanoyl-CoA dioxygenase 	L. busanensis
STX28268.1	AVR58_13550	1.68e-130	273	63.004	99	277	STX28268.1 phytanoyl-CoA dioxygenase 	L. beliardensis
KTC94399.1	AVR58_13550	9.17e-129	274	62.409	99	286	KTC94399.1 phytanoyl-CoA dioxygenase 	L. erythra
CEK11574.1	AVR58_13550	8.80e-127	274	59.489	99	276	CEK11574.1 Phytanoyl-CoA dioxygenase domain-containing protein 1 	L. hackeliae
VEH12758.1	AVR58_13550	3.57e-126	274	59.489	99	276	VEH12758.1 phytanoyl-CoA dioxygenase 	L. jordanis
STY24979.1	AVR58_13550	4.68e-126	274	61.314	99	280	STY24979.1 phytanoyl-CoA dioxygenase 	L. taurinensis
STX32048.1	AVR58_13550	4.35e-122	275	56.727	99	275	STX32048.1 phytanoyl-CoA dioxygenase 	L. birminghamensis
VEG91381.1	AVR58_13550	2.93e-121	275	58.182	99	291	VEG91381.1 phytanoyl-CoA dioxygenase 	L. spiritensis
KTD45284.1	AVR58_13550	5.53e-117	274	56.569	99	303	KTD45284.1 phytanoyl-CoA dioxygenase 	L. quinlivanii
KTD62393.1	AVR58_13550	1.30e-33	300	32.667	97	316	KTD62393.1 phytanoyl-CoA dioxygenase 	L. shakespearei DSM 23087
AUH71087.1	AVR58_13550	3.12e-25	291	29.210	94	310	AUH71087.1 phytanoyl-CoA dioxygenase family protein 	L. sainthelensi
STX52472.1	AVR58_13550	4.14e-25	287	27.178	93	309	STX52472.1 phytanoyl-CoA dioxygenase 	L. busanensis
STX30172.1	AVR58_13550	5.29e-25	287	27.178	93	309	STX30172.1 phytanoyl-CoA dioxygenase 	L. beliardensis
STO35431.1	AVR58_13550	2.29e-24	236	29.661	80	314	STO35431.1 Deoxyhypusine synthase 	L. bozemanae
CBJ13681.1	AVR58_13550	7.96e-23	287	26.829	93	310	CBJ13681.1 Hypothetical protein, similar to eukaryotic phytanoyl coA dioxygenase 	L. longbeachae NSW150
MBL7480195.1	AVR58_13550	9.01e-23	287	30.314	92	324	MBL7480195.1 phytanoyl-CoA dioxygenase family protein 	L. sp. 27fs60
KTD63534.1	AVR58_13550	1.02e-22	289	26.298	94	310	KTD63534.1 phytanoyl-CoA dioxygenase 	L. santicrucis
STX36599.1	AVR58_13550	1.14e-22	287	26.829	93	310	STX36599.1 phytanoyl-CoA dioxygenase 	L. cincinnatiensis
STX77868.1	AVR58_13550	1.71e-22	236	29.661	80	310	STX77868.1 phytanoyl-CoA dioxygenase 	L. parisiensis
AOU48182.1	AVR58_13550	4.71e-22	229	31.441	79	310	AOU48182.1 phytanoyl-CoA dioxygenase 	L. pneumophila
STY18762.1	AVR58_13550	3.05e-21	286	30.769	92	323	STY18762.1 phytanoyl-CoA dioxygenase 	L. quateirensis
STY23190.1	AVR58_13550	2.78e-15	144	31.250	51	222	STY23190.1 phytanoyl-CoA dioxygenase 	L. steigerwaltii
STY23191.1	AVR58_13550	3.21e-07	84	34.524	30	95	STY23191.1 phytanoyl-CoA dioxygenase 	L. steigerwaltii
AWN73515.1	AVR58_13550	4.68e-07	139	33.094	45	268	AWN73515.1 phytanoyl-CoA dioxygenase family protein 	L. anisa
STO33130.1	AVR58_13550	6.48e-07	257	23.735	90	268	STO33130.1 Deoxyhypusine synthase 	L. bozemanae
STX72332.1	AVR58_13550	1.16e-06	139	32.374	45	267	STX72332.1 phytanoyl-CoA dioxygenase 	L. parisiensis
STX45197.1	AVR58_13550	1.23e-05	175	26.857	60	267	STX45197.1 phytanoyl-CoA dioxygenase 	L. gratiana
SNV52030.1	AVR58_13550	1.68e-05	139	30.216	45	269	SNV52030.1 phytanoyl-CoA dioxygenase 	L. lansingensis
KTD66966.1	AVR58_13550	1.91e-05	136	30.147	45	268	KTD66966.1 phytanoyl-CoA dioxygenase 	L. steelei
STY28512.1	AVR58_13550	2.08e-05	138	28.986	45	268	STY28512.1 phytanoyl-CoA dioxygenase 	L. wadsworthii
CEK10569.1	AVR58_13550	2.47e-05	137	29.197	45	268	CEK10569.1 Phytanoyl-CoA dioxygenase 	L. hackeliae
STY23845.1	AVR58_13550	3.54e-05	137	31.387	45	268	STY23845.1 Deoxyhypusine synthase 	L. steigerwaltii
SFL88251.1	AVR58_13550	5.86e-05	139	30.216	45	268	SFL88251.1 Phytanoyl-CoA dioxygenase (PhyH) 	L. jamestowniensis DSM 19215
STY17206.1	AVR58_13550	6.34e-05	147	24.490	52	295	STY17206.1 ectoine hydroxylase 	L. quateirensis
KTC86658.1	AVR58_13550	1.30e-04	139	28.777	45	268	KTC86658.1 phytanoyl-CoA dioxygenase 	L. brunensis
SNV01081.1	AVR58_13550	0.003	105	26.667	38	253	SNV01081.1 Phytanoyl-CoA dioxygenase (PhyH) 	L. waltersii
AOU50258.1	AVR58_13680	0.0	520	100.000	100	520	AOU50258.1 type IV secretion protein Dot 	L. pneumophila
AWN75577.1	AVR58_13680	0.0	506	55.731	96	535	AWN75577.1 type IV secretion protein Dot 	L. anisa
KTD71445.1	AVR58_13680	0.0	496	55.847	95	534	KTD71445.1 substrate of the Dot/Icm secretion system 	L. steelei
STO35268.1	AVR58_13680	0.0	517	54.352	99	532	STO35268.1 Uncharacterised protein 	L. bozemanae
STY21743.1	AVR58_13680	0.0	509	53.831	98	531	STY21743.1 Dot/Icm secretion system substrate 	L. steigerwaltii
STY31050.1	AVR58_13680	0.0	505	53.861	97	536	STY31050.1 Dot/Icm secretion system substrate 	L. wadsworthii
VEG90919.1	AVR58_13680	0.0	511	54.599	98	542	VEG90919.1 Dot/Icm secretion system substrate 	L. spiritensis
STX77672.1	AVR58_13680	0.0	498	54.418	95	544	STX77672.1 Dot/Icm secretion system substrate 	L. parisiensis
STY17133.1	AVR58_13680	0.0	497	54.728	96	534	STY17133.1 Dot/Icm secretion system substrate 	L. quateirensis
MBL7481280.1	AVR58_13680	0.0	518	52.124	99	541	MBL7481280.1 type IV secretion protein Dot 	L. sp. 27fs60
KTD57690.1	AVR58_13680	0.0	496	52.218	95	515	KTD57690.1 substrate of the Dot/Icm secretion system 	L. shakespearei DSM 23087
ASQ45998.1	AVR58_13680	4.35e-161	515	47.573	99	542	ASQ45998.1 hypothetical protein clem_07225 	L. clemsonensis
KTD62449.1	AVR58_13680	3.34e-135	490	45.918	92	613	KTD62449.1 substrate of the Dot/Icm secretion system 	L. shakespearei DSM 23087
USQ13403.1	AVR58_13680	1.68e-119	485	40.825	91	703	USQ13403.1 hypothetical protein J2N86_12025 	L. lytica
SNV50767.1	AVR58_13680	1.52e-93	319	45.141	60	394	SNV50767.1 Dot/Icm secretion system substrate 	L. lansingensis
EHL31573.1	AVR58_13680	1.30e-56	374	35.829	68	1036	EHL31573.1 hypothetical protein LDG_6234 	L. drancourtii LLAP12
QBS11969.1	AVR58_13680	5.59e-52	277	39.350	51	439	QBS11969.1 type IV secretion protein Dot 	L. geestiana
MBL7481226.1	AVR58_13680	2.13e-49	245	42.041	47	543	MBL7481226.1 type IV secretion protein Dot 	L. sp. 27fs60
VEH13790.1	AVR58_13680	4.98e-49	263	40.304	49	535	VEH13790.1 Dot/Icm secretion system substrate 	L. jordanis
MCL9683732.1	AVR58_13680	2.33e-47	258	39.535	49	611	MCL9683732.1 hypothetical protein LOX96_06480 	L. sp. HCPI-6
STX92860.1	AVR58_13680	1.28e-45	263	36.882	50	507	STX92860.1 Dot/Icm secretion system substrate 	L. londiniensis
STY18272.1	AVR58_13680	1.31e-45	267	38.951	50	534	STY18272.1 Dot/Icm secretion system substrate 	L. quateirensis
RUR11819.1	AVR58_13680	1.70e-44	432	31.019	80	476	RUR11819.1 hypothetical protein ELY14_00825 	L. septentrionalis
CEG55648.1	AVR58_13680	1.58e-42	296	35.135	55	497	CEG55648.1 protein of unknown function 	L. fallonii LLAP-10
AUH71257.1	AVR58_13680	2.73e-42	264	37.879	50	449	AUH71257.1 type IV secretion protein Dot 	L. sainthelensi
STX63115.1	AVR58_13680	1.13e-41	265	36.981	50	527	STX63115.1 Dot/Icm secretion system substrate 	L. moravica
STX36763.1	AVR58_13680	1.13e-41	264	38.258	50	447	STX36763.1 Dot/Icm secretion system substrate 	L. cincinnatiensis
STY32274.1	AVR58_13680	3.85e-41	269	36.431	50	525	STY32274.1 Dot/Icm secretion system substrate 	L. worsleiensis
KTD56579.1	AVR58_13680	4.06e-41	264	37.121	50	449	KTD56579.1 putative Dot/Icm substrate WipB 	L. santicrucis
KTD57276.1	AVR58_13680	6.44e-41	269	37.918	50	506	KTD57276.1 hypothetical protein Lsha_2658 	L. shakespearei DSM 23087
CBJ13832.1	AVR58_13680	1.05e-40	264	37.500	50	451	CBJ13832.1 hypothetical protein LLO_3369 	L. longbeachae NSW150
SFL76362.1	AVR58_13680	2.99e-36	300	32.333	50	722	SFL76362.1 hypothetical protein SAMN02746073_1766 	L. jamestowniensis DSM 19215
ASQ45286.1	AVR58_13680	5.52e-36	282	34.397	47	735	ASQ45286.1 hypothetical protein clem_03640 	L. clemsonensis
KTC65300.1	AVR58_13680	2.30e-35	220	38.182	42	412	KTC65300.1 putative Dot/Icm substrate WipB 	L. adelaidensis
CEG62049.1	AVR58_13680	7.22e-35	265	34.340	49	536	CEG62049.1 protein of unknown function 	L. micdadei
STY26421.1	AVR58_13680	1.18e-34	304	31.908	51	615	STY26421.1 Dot/Icm secretion system substrate 	L. taurinensis
AOU48287.1	AVR58_13680	5.26e-34	435	29.655	80	524	AOU48287.1 type IV secretion protein Dot 	L. pneumophila
CEE12754.1	AVR58_13680	2.21e-33	255	34.902	47	360	CEE12754.1 hypothetical protein BN1094_01295 	L. massiliensis
KTD37737.1	AVR58_13680	2.81e-33	284	31.338	53	619	KTD37737.1 hypothetical protein Loak_1413 	L. oakridgensis
CEE12705.1	AVR58_13680	4.43e-33	399	29.073	75	664	CEE12705.1 hypothetical protein BN1094_01246 	L. massiliensis
EHL29543.1	AVR58_13680	7.23e-33	333	30.931	62	527	EHL29543.1 hypothetical protein LDG_8506 	L. drancourtii LLAP12
STX45177.1	AVR58_13680	7.37e-29	263	33.460	50	355	STX45177.1 Dot/Icm secretion system substrate 	L. gratiana
MBL7480602.1	AVR58_13680	1.91e-27	487	24.435	87	440	MBL7480602.1 metallophosphoesterase 	L. sp. 27fs60
MBL7481274.1	AVR58_13680	4.23e-26	259	29.730	49	366	MBL7481274.1 hypothetical protein IZU94_15030 	L. sp. 27fs60
KTD57537.1	AVR58_13680	1.38e-25	264	30.682	50	367	KTD57537.1 hypothetical protein Lsha_2378 	L. shakespearei DSM 23087
VEG90901.1	AVR58_13680	2.97e-25	256	32.422	47	384	VEG90901.1 Dot/Icm secretion system substrate 	L. spiritensis
AOU49717.1	AVR58_13680	3.69e-25	259	29.730	49	366	AOU49717.1 hypothetical protein A9E85_10825 	L. pneumophila
STY16858.1	AVR58_13680	4.67e-25	491	23.829	89	440	STY16858.1 Dot/Icm secretion system substrate 	L. quateirensis
STY17127.1	AVR58_13680	6.87e-25	243	29.630	46	366	STY17127.1 Dot/Icm secretion system substrate 	L. quateirensis
QDP72590.1	AVR58_13680	2.26e-24	249	30.924	46	1093	QDP72590.1 hypothetical protein FOG18_08500 	L. israelensis
USQ15257.1	AVR58_13680	1.05e-23	254	30.709	47	365	USQ15257.1 hypothetical protein J2N86_14945 (plasmid) 	L. lytica
VEG90906.1	AVR58_13680	1.41e-20	262	29.389	50	366	VEG90906.1 Dot/Icm secretion system substrate 	L. spiritensis
STY16914.1	AVR58_13680	8.74e-14	239	28.033	43	546	STY16914.1 Dot/Icm secretion system substrate 	L. quateirensis
STY27466.1	AVR58_13680	9.37e-13	281	27.758	47	446	STY27466.1 Dot/Icm secretion system substrate 	L. taurinensis
KTC94615.1	AVR58_13680	1.61e-12	282	28.014	47	443	KTC94615.1 putative Dot/Icm substrate WipB 	L. erythra
MCL9683965.1	AVR58_13680	6.26e-09	238	28.571	44	567	MCL9683965.1 hypothetical protein LOX96_07665 	L. sp. HCPI-6
BCA96215.1	AVR58_13680	9.90e-09	229	25.328	43	557	BCA96215.1 hypothetical protein TUM19329_25760 	L. antarctica
CEG55939.1	AVR58_13680	1.99e-08	234	26.496	43	557	CEG55939.1 protein of unknown function (similar to wipC) 	L. fallonii LLAP-10
AOU50260.1	AVR58_13690	0.0	343	100.000	100	343	AOU50260.1 hypothetical protein A9E85_13710 	L. pneumophila
KGP63254.1	AVR58_13690	0.0	343	78.426	100	343	KGP63254.1 signal peptide protein 	L. norrlandica
RUR08666.1	AVR58_13690	1.65e-127	338	52.959	98	338	RUR08666.1 cyclic nucleotide-binding domain-containing protein 	L. septentrionalis
QDP73008.1	AVR58_13690	2.50e-127	329	54.407	96	336	QDP73008.1 cyclic nucleotide-binding domain-containing protein 	L. israelensis
KTD38045.1	AVR58_13690	1.64e-112	329	49.240	96	345	KTD38045.1 cNMP binding domain-containing protein 	L. oakridgensis
KTC81538.1	AVR58_13690	1.14e-111	345	48.116	99	345	KTC81538.1 cNMP binding domain-containing protein 	L. brunensis
STX93303.1	AVR58_13690	1.82e-111	328	49.695	96	339	STX93303.1 cNMP binding domain-containing protein 	L. londiniensis
STX38389.1	AVR58_13690	4.70e-111	339	49.853	99	340	STX38389.1 cNMP binding domain-containing protein 	L. feeleii
WED42034.1	AVR58_13690	6.11e-111	325	49.538	95	344	WED42034.1 cyclic nucleotide-binding domain-containing protein 	L. cardiaca
ASQ46559.1	AVR58_13690	1.59e-110	345	46.667	99	343	ASQ46559.1 DNA-binding transcriptional dual regulator Crp 	L. clemsonensis
STX42467.1	AVR58_13690	1.04e-109	339	48.378	99	340	STX42467.1 cNMP binding domain-containing protein 	L. donaldsonii
SFM04138.1	AVR58_13690	9.01e-108	325	47.077	95	343	SFM04138.1 Cyclic nucleotide-binding domain-containing protein 	L. jamestowniensis DSM 19215
VEH13181.1	AVR58_13690	4.59e-103	333	45.946	96	346	VEH13181.1 cNMP binding domain-containing protein 	L. jordanis
CEK10082.1	AVR58_13690	3.80e-101	347	44.380	100	343	CEK10082.1 cAMP-binding protein 	L. hackeliae
STX43573.1	AVR58_13690	5.62e-101	344	45.058	100	344	STX43573.1 cNMP binding domain-containing protein 	L. gratiana
SNV52137.1	AVR58_13690	3.32e-97	325	46.462	95	345	SNV52137.1 cNMP binding domain-containing protein 	L. lansingensis
AWN73161.1	AVR58_13690	1.53e-96	341	41.349	99	348	AWN73161.1 cyclic nucleotide-binding domain-containing protein 	L. anisa
STX77819.1	AVR58_13690	1.70e-95	341	41.935	99	342	STX77819.1 cNMP binding domain-containing protein 	L. parisiensis
MBL7481520.1	AVR58_13690	3.48e-94	334	44.012	97	344	MBL7481520.1 cyclic nucleotide-binding domain-containing protein 	L. sp. 27fs60
STO35391.1	AVR58_13690	3.72e-94	341	43.109	99	342	STO35391.1 DNA-binding transcriptional dual regulator Crp 	L. bozemanae
KTC64999.1	AVR58_13690	8.51e-93	329	43.161	96	338	KTC64999.1 cNMP binding domain-containing protein 	L. adelaidensis
MCL9683633.1	AVR58_13690	1.93e-91	295	46.102	86	342	MCL9683633.1 cyclic nucleotide-binding domain-containing protein 	L. sp. HCPI-6
STY16275.1	AVR58_13690	1.49e-89	325	42.769	95	344	STY16275.1 cNMP binding domain-containing protein 	L. quateirensis
KTD36738.1	AVR58_13690	1.20e-85	313	42.812	91	341	KTD36738.1 cNMP binding domain-containing protein 	L. nautarum
SUP02024.1	AVR58_13690	2.01e-82	316	41.772	92	341	SUP02024.1 DNA-binding transcriptional dual regulator Crp 	L. maceachernii
CEG60698.1	AVR58_13690	8.25e-79	316	40.506	92	341	CEG60698.1 cAMP-binding protein 	L. micdadei
MCL9685636.1	AVR58_13690	1.86e-34	301	27.907	87	342	MCL9685636.1 cyclic nucleotide-binding domain-containing protein 	L. sp. HCPI-6
BCA94637.1	AVR58_13690	2.62e-33	300	27.000	87	344	BCA94637.1 hypothetical protein TUM19329_09980 	L. antarctica
VEG90287.1	AVR58_13690	6.37e-32	306	26.144	87	339	VEG90287.1 cNMP binding domain-containing protein 	L. spiritensis
CEE13456.1	AVR58_13690	1.94e-18	331	24.471	95	335	CEE13456.1 DNA-binding transcriptional dual regulator Crp 	L. massiliensis
STX50075.1	AVR58_13690	3.94e-13	314	24.204	87	333	STX50075.1 cNMP binding domain-containing protein 	L. busanensis
STX33103.1	AVR58_13690	1.11e-11	301	20.930	87	324	STX33103.1 cNMP binding domain-containing protein 	L. birminghamensis
KTD51833.1	AVR58_13690	5.33e-11	310	21.613	87	335	KTD51833.1 cNMP binding domain-containing protein 	L. quinlivanii
STX45401.1	AVR58_13690	1.77e-10	305	21.967	87	336	STX45401.1 cNMP binding domain-containing protein 	L. gratiana
KTD35701.1	AVR58_13690	1.41e-08	136	25.735	40	148	KTD35701.1 cyclic nucleotide-binding protein 	L. nautarum
SUP03843.1	AVR58_13690	3.69e-08	139	29.496	40	149	SUP03843.1 cAMP regulatory protein 	L. maceachernii
KTD67612.1	AVR58_13690	1.07e-07	304	20.395	87	336	KTD67612.1 cNMP binding domain-containing protein 	L. santicrucis
CEG60401.1	AVR58_13690	1.46e-07	135	28.889	39	149	CEG60401.1 Cyclic nucleotide-binding domain protein 	L. micdadei
CEG56878.1	AVR58_13690	1.77e-07	114	33.333	32	144	CEG56878.1 Cyclic nucleotide-binding domain protein 	L. fallonii LLAP-10
SUP00975.1	AVR58_13690	2.04e-06	309	22.654	87	338	SUP00975.1 DNA-binding transcriptional dual regulator Crp 	L. maceachernii
CEE13290.1	AVR58_13690	6.72e-06	145	26.897	42	147	CEE13290.1 Cyclic nucleotide-gated potassium channel 	L. massiliensis
QBS12177.1	AVR58_13690	1.73e-05	149	24.832	43	149	QBS12177.1 cyclic nucleotide-binding domain-containing protein 	L. geestiana
SNV08679.1	AVR58_13690	7.55e-05	107	32.710	30	148	SNV08679.1 cyclic nucleotide-binding protein 	L. waltersii
STX30119.1	AVR58_13690	1.01e-04	301	20.266	87	331	STX30119.1 cyclic nucleotide-binding protein 	L. beliardensis
KTD39417.1	AVR58_13690	1.86e-04	133	24.060	39	149	KTD39417.1 cyclic nucleotide-binding protein 	L. nautarum
KTD32733.1	AVR58_13690	3.09e-04	306	22.549	83	337	KTD32733.1 cyclic nucleotide-binding protein 	L. nautarum
STX27948.1	AVR58_13690	0.001	236	25.000	68	330	STX27948.1 cNMP-binding protein 	L. beliardensis
KTD32764.1	AVR58_13690	0.002	137	24.818	40	219	KTD32764.1 cyclic nucleotide-binding protein 	L. nautarum
CBJ13743.1	AVR58_13690	0.005	115	26.087	33	724	CBJ13743.1 putative sulfate transporter 	L. longbeachae NSW150
AOU48210.1	AVR58_13690	0.005	112	25.893	32	738	AOU48210.1 sarcosine oxidase 	L. pneumophila
CEG61810.1	AVR58_13690	0.006	316	22.468	87	339	CEG61810.1 cAMP-dependent protein kinase regulatory subunit, putative 	L. micdadei
AOU50282.1	AVR58_13805	0.0	389	100.000	100	389	AOU50282.1 type IV secretion protein Dot 	L. pneumophila
STO32696.1	AVR58_13805	0.009	269	24.907	57	321	STO32696.1 Uncharacterised protein 	L. bozemanae
AOU50645.1	AVR58_13810	0.0	639	100.000	98	639	AOU50645.1 hypothetical protein A9E85_13830 	L. pneumophila
CEG55787.1	AVR58_13810	6.08e-178	641	43.526	98	637	CEG55787.1 conserved protein of unknown function 	L. fallonii LLAP-10
BCA96850.1	AVR58_13810	1.40e-177	642	43.925	98	642	BCA96850.1 hypothetical protein TUM19329_32110 	L. antarctica
MCL9685789.1	AVR58_13810	4.12e-176	649	41.757	98	643	MCL9685789.1 hypothetical protein LOX96_16945 	L. sp. HCPI-6
KTD59928.1	AVR58_13810	1.77e-171	641	42.590	98	641	KTD59928.1 hypothetical protein Lsha_1678 	L. shakespearei DSM 23087
MBL7480630.1	AVR58_13810	2.59e-171	643	41.680	98	643	MBL7480630.1 hypothetical protein IZU94_11735 	L. sp. 27fs60
STY19238.1	AVR58_13810	4.00e-170	645	41.550	98	644	STY19238.1 Uncharacterised protein 	L. quateirensis
STX63942.1	AVR58_13810	1.56e-161	645	41.085	98	745	STX63942.1 Uncharacterised protein 	L. moravica
STY28079.1	AVR58_13810	5.37e-155	644	41.149	98	634	STY28079.1 Uncharacterised protein 	L. wadsworthii
SNV13148.1	AVR58_13810	1.42e-154	645	39.380	98	641	SNV13148.1 Uncharacterised protein 	L. waltersii
STX41484.1	AVR58_13810	2.82e-151	647	40.804	98	638	STX41484.1 Uncharacterised protein 	L. gratiana
STY24325.1	AVR58_13810	2.23e-147	642	41.121	97	635	STY24325.1 Uncharacterised protein 	L. steigerwaltii
AWN72640.1	AVR58_13810	4.91e-147	641	39.002	97	634	AWN72640.1 hypothetical protein DLD14_01565 	L. anisa
STX33732.1	AVR58_13810	9.31e-147	647	39.258	98	638	STX33732.1 Uncharacterised protein 	L. cincinnatiensis
CBJ10636.1	AVR58_13810	2.40e-146	644	39.286	98	638	CBJ10636.1 hypothetical protein LLO_0308 	L. longbeachae NSW150
AUH71602.1	AVR58_13810	2.48e-146	647	39.104	98	638	AUH71602.1 hypothetical protein CAB17_05640 	L. sainthelensi
KTD66499.1	AVR58_13810	4.16e-146	645	39.225	98	638	KTD66499.1 hypothetical protein Lsan_0444 	L. santicrucis
STO32618.1	AVR58_13810	1.45e-145	645	40.000	98	634	STO32618.1 Uncharacterised protein 	L. bozemanae
STX71767.1	AVR58_13810	1.84e-145	645	39.380	98	634	STX71767.1 Uncharacterised protein 	L. parisiensis
RUR18304.1	AVR58_13810	5.37e-143	646	39.628	98	633	RUR18304.1 hypothetical protein ELY20_16655 	L. qingyii
KTD68558.1	AVR58_13810	1.04e-135	644	39.130	97	635	KTD68558.1 hypothetical protein Lste_1716 	L. steelei
EHL29976.1	AVR58_13810	9.61e-102	565	36.106	84	628	EHL29976.1 hypothetical protein LDG_8269 	L. drancourtii LLAP12
USQ14271.1	AVR58_13810	2.18e-98	666	32.883	98	649	USQ14271.1 hypothetical protein J2N86_02775 	L. lytica
STY31952.1	AVR58_13810	3.49e-73	310	43.548	89	675	STY31952.1 Uncharacterised protein 	L. worsleiensis
STY31952.1	AVR58_13810	5.54e-33	283	26.855	89	675	STY31952.1 Uncharacterised protein 	L. worsleiensis
QDP71129.1	AVR58_13810	7.87e-43	324	31.173	97	958	QDP71129.1 hypothetical protein FOG18_00255 	L. israelensis
QDP71129.1	AVR58_13810	4.74e-11	633	21.327	97	958	QDP71129.1 hypothetical protein FOG18_00255 	L. israelensis
STX94089.1	AVR58_13810	4.29e-40	321	29.595	80	943	STX94089.1 Uncharacterised protein 	L. londiniensis
STX94089.1	AVR58_13810	8.37e-11	212	24.528	80	943	STX94089.1 Uncharacterised protein 	L. londiniensis
STX39478.1	AVR58_13810	2.66e-37	341	31.378	95	985	STX39478.1 Uncharacterised protein 	L. feeleii
STX39478.1	AVR58_13810	7.94e-11	620	21.452	95	985	STX39478.1 Uncharacterised protein 	L. feeleii
STX40864.1	AVR58_13810	3.01e-37	341	31.965	81	983	STX40864.1 Uncharacterised protein 	L. donaldsonii
STX40864.1	AVR58_13810	1.40e-09	213	24.883	81	983	STX40864.1 Uncharacterised protein 	L. donaldsonii
KTD43807.1	AVR58_13810	2.14e-36	320	29.063	85	953	KTD43807.1 hypothetical protein Loak_0357 	L. oakridgensis
KTD43807.1	AVR58_13810	3.82e-13	541	21.257	85	953	KTD43807.1 hypothetical protein Loak_0357 	L. oakridgensis
