#sallacc	qacc	evalue	length	pident	qcovs	qcovhsp	salltitles	    species
KGP64311.1	AVR58_14220	0.0	546	82.418	100	100	KGP64311.1 hypothetical protein EP47_00215 	L. norrlandica
MBL7481759.1	AVR58_14220	0.0	546	76.007	100	100	MBL7481759.1 hypothetical protein IZU94_17480 	L. sp. 27fs60
STY19336.1	AVR58_14220	0.0	546	75.458	100	100	STY19336.1 Uncharacterised protein 	L. quateirensis
KTD57464.1	AVR58_14220	0.0	546	73.260	100	100	KTD57464.1 hypothetical protein Lsha_2305 	L. shakespearei DSM 23087
BCA96993.1	AVR58_14220	0.0	546	73.443	100	100	BCA96993.1 hypothetical protein TUM19329_33540 	L. antarctica
MCL9682925.1	AVR58_14220	0.0	546	75.092	100	100	MCL9682925.1 hypothetical protein LOX96_02350 	L. sp. HCPI-6
STX64025.1	AVR58_14220	0.0	546	74.908	100	100	STX64025.1 Uncharacterised protein 	L. moravica
CEG58891.1	AVR58_14220	0.0	546	72.161	100	100	CEG58891.1 conserved protein of unknown function 	L. fallonii LLAP-10
STY32355.1	AVR58_14220	0.0	546	73.077	100	100	STY32355.1 Uncharacterised protein 	L. worsleiensis
STX41182.1	AVR58_14220	0.0	546	69.414	100	100	STX41182.1 Uncharacterised protein 	L. gratiana
KTD69629.1	AVR58_14220	0.0	546	68.498	100	100	KTD69629.1 hypothetical protein Lste_2787 	L. steelei
STX33635.1	AVR58_14220	0.0	546	69.414	100	100	STX33635.1 Uncharacterised protein 	L. cincinnatiensis
RUR23402.1	AVR58_14220	0.0	546	68.315	100	100	RUR23402.1 hypothetical protein ELY20_07275 	L. qingyii
STY21603.1	AVR58_14220	0.0	546	68.315	100	100	STY21603.1 Uncharacterised protein 	L. steigerwaltii
STO32531.1	AVR58_14220	0.0	546	68.498	100	100	STO32531.1 Uncharacterised protein 	L. bozemanae
AUH71521.1	AVR58_14220	0.0	546	68.864	100	100	AUH71521.1 hypothetical protein CAB17_05130 	L. sainthelensi
EHL29259.1	AVR58_14220	0.0	546	68.498	100	100	EHL29259.1 hypothetical protein LDG_8693 	L. drancourtii LLAP12
AWN72725.1	AVR58_14220	0.0	546	67.766	100	100	AWN72725.1 hypothetical protein DLD14_02080 	L. anisa
KTD57775.1	AVR58_14220	0.0	546	68.498	100	100	KTD57775.1 hypothetical protein Lsan_2520 	L. santicrucis
CBJ10542.1	AVR58_14220	0.0	546	68.132	100	100	CBJ10542.1 Hypothetical protein of unknown function 	L. longbeachae NSW150
STX71673.1	AVR58_14220	0.0	546	66.850	100	100	STX71673.1 Uncharacterised protein 	L. parisiensis
SNV13807.1	AVR58_14220	0.0	546	67.216	100	100	SNV13807.1 Uncharacterised protein 	L. waltersii
USQ13942.1	AVR58_14220	0.0	551	66.606	100	100	USQ13942.1 hypothetical protein J2N86_00905 	L. lytica
STY27990.1	AVR58_14220	0.0	546	65.568	100	100	STY27990.1 Uncharacterised protein 	L. wadsworthii
KTC76945.1	AVR58_14220	0.0	546	60.989	100	100	KTC76945.1 hypothetical protein Lbru_3052 	L. brunensis
CEK12067.1	AVR58_14220	0.0	547	61.974	100	100	CEK12067.1 conserved protein of unknown function 	L. hackeliae
KTD34056.1	AVR58_14220	0.0	546	61.722	100	100	KTD34056.1 hypothetical protein Lnau_2026 	L. nautarum
SFM01761.1	AVR58_14220	0.0	546	60.989	100	100	SFM01761.1 hypothetical protein SAMN02746073_3085 	L. jamestowniensis DSM 19215
CEG59545.1	AVR58_14220	0.0	546	60.256	100	100	CEG59545.1 conserved protein of unknown function 	L. micdadei
KTD39019.1	AVR58_14220	0.0	547	59.781	100	100	KTD39019.1 hypothetical protein Loak_1140 	L. oakridgensis
CEE11724.1	AVR58_14220	0.0	546	58.425	100	100	CEE11724.1 hypothetical protein BN1094_00250 	L. massiliensis
SUO99595.1	AVR58_14220	0.0	546	61.172	100	100	SUO99595.1 Uncharacterised protein 	L. maceachernii
SNV56589.1	AVR58_14220	0.0	546	59.158	100	100	SNV56589.1 Uncharacterised protein 	L. lansingensis
RUR11257.1	AVR58_14220	0.0	541	59.519	99	99	RUR11257.1 hypothetical protein ELY14_02655 	L. septentrionalis
QDP71639.1	AVR58_14220	0.0	546	56.960	100	100	QDP71639.1 hypothetical protein FOG18_03135 	L. israelensis
ASQ44777.1	AVR58_14220	0.0	532	60.338	97	97	ASQ44777.1 hypothetical protein clem_01055 	L. clemsonensis
STX37036.1	AVR58_14220	0.0	540	60.741	99	99	STX37036.1 Uncharacterised protein 	L. feeleii
KTC99857.1	AVR58_14220	0.0	546	59.524	100	100	KTC99857.1 hypothetical protein Lery_0211 	L. erythra
WED43072.1	AVR58_14220	0.0	546	61.172	100	100	WED43072.1 hypothetical protein PXX05_14415 	L. cardiaca
STX40446.1	AVR58_14220	0.0	546	59.890	100	100	STX40446.1 Uncharacterised protein 	L. donaldsonii
KTC65707.1	AVR58_14220	0.0	546	59.524	99	99	KTC65707.1 hypothetical protein Lade_0365 	L. adelaidensis
STX52818.1	AVR58_14220	0.0	546	58.059	100	100	STX52818.1 Uncharacterised protein 	L. busanensis
STY24904.1	AVR58_14220	0.0	546	58.608	100	100	STY24904.1 Uncharacterised protein 	L. taurinensis
STX27590.1	AVR58_14220	0.0	546	56.960	100	100	STX27590.1 Uncharacterised protein 	L. beliardensis
KTD52130.1	AVR58_14220	0.0	546	56.777	100	100	KTD52130.1 hypothetical protein Lqui_0974 	L. quinlivanii
VEH13848.1	AVR58_14220	0.0	532	58.459	97	97	VEH13848.1 Uncharacterised protein 	L. jordanis
VEG91454.1	AVR58_14220	0.0	548	56.752	100	100	VEG91454.1 Uncharacterised protein 	L. spiritensis
STX30360.1	AVR58_14220	0.0	546	55.678	100	100	STX30360.1 Uncharacterised protein 	L. birminghamensis
STX92333.1	AVR58_14220	0.0	541	55.453	99	99	STX92333.1 Uncharacterised protein 	L. londiniensis
QBS12220.1	AVR58_14220	0.0	546	47.985	100	100	QBS12220.1 hypothetical protein E4T54_05380 	L. geestiana
BCA93757.1	AVR58_14220	3.54e-29	465	22.151	83	83	BCA93757.1 hypothetical protein TUM19329_01180 	L. antarctica
# BLASTP 2.14.0+
# Query: AVR58_14280
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 5 hits found
AOU50369.1	AVR58_14280	0.0	361	100.000	100	100	AOU50369.1 hypothetical protein A9E85_14305 	L. pneumophila
KGP64299.1	AVR58_14280	2.06e-26	147	46.259	39	39	KGP64299.1 hypothetical protein EP47_00155 	L. norrlandica
MCL9682938.1	AVR58_14280	5.34e-05	96	35.417	24	24	MCL9682938.1 hypothetical protein LOX96_02415 	L. sp. HCPI-6
MBL7481747.1	AVR58_14280	1.42e-04	153	32.026	42	42	MBL7481747.1 hypothetical protein IZU94_17420 	L. sp. 27fs60
STY32344.1	AVR58_14280	0.010	137	25.547	38	38	STY32344.1 Uncharacterised protein 	L. worsleiensis
# BLASTP 2.14.0+
# Query: AVR58_14360
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 51 hits found
AOU50385.1	AVR58_14360	7.16e-109	147	100.000	100	100	AOU50385.1 hypothetical protein A9E85_14385 	L. pneumophila
KGP64279.1	AVR58_14360	2.55e-99	147	89.796	100	100	KGP64279.1 hypothetical protein EP47_00045 	L. norrlandica
SNV13960.1	AVR58_14360	6.14e-93	145	85.517	99	99	SNV13960.1 Uncharacterised protein 	L. waltersii
MCL9682953.1	AVR58_14360	6.22e-92	146	83.562	99	99	MCL9682953.1 hypothetical protein LOX96_02490 	L. sp. HCPI-6
MBL7481731.1	AVR58_14360	1.36e-89	146	81.507	99	99	MBL7481731.1 hypothetical protein IZU94_17340 	L. sp. 27fs60
STY19363.1	AVR58_14360	2.27e-89	146	81.507	99	99	STY19363.1 Uncharacterised protein 	L. quateirensis
BCA97022.1	AVR58_14360	1.30e-88	145	82.069	99	99	BCA97022.1 hypothetical protein TUM19329_33830 	L. antarctica
KTD57502.1	AVR58_14360	5.08e-87	146	79.452	99	99	KTD57502.1 hypothetical protein Lsha_2343 	L. shakespearei DSM 23087
STX64051.1	AVR58_14360	7.13e-87	146	79.452	99	99	STX64051.1 Uncharacterised protein 	L. moravica
STY32329.1	AVR58_14360	2.33e-85	146	77.397	99	99	STY32329.1 Uncharacterised protein 	L. worsleiensis
CEG58920.1	AVR58_14360	2.55e-84	145	77.931	99	99	CEG58920.1 conserved protein of unknown function 	L. fallonii LLAP-10
AUH71471.1	AVR58_14360	2.47e-81	147	72.109	100	100	AUH71471.1 hypothetical protein CAB17_04865 	L. sainthelensi
STX33584.1	AVR58_14360	4.14e-80	146	72.603	99	99	STX33584.1 Uncharacterised protein 	L. cincinnatiensis
STX71633.1	AVR58_14360	5.75e-80	145	73.103	99	99	STX71633.1 Uncharacterised protein 	L. parisiensis
KTD53197.1	AVR58_14360	6.63e-80	146	71.918	99	99	KTD53197.1 hypothetical protein Lsan_3607 	L. santicrucis
AWN72762.1	AVR58_14360	8.92e-80	145	72.414	99	99	AWN72762.1 hypothetical protein DLD14_02285 	L. anisa
KTD69589.1	AVR58_14360	1.20e-79	147	70.748	100	100	KTD69589.1 hypothetical protein Lste_2747 	L. steelei
STO32489.1	AVR58_14360	2.67e-79	147	71.429	100	100	STO32489.1 Uncharacterised protein 	L. bozemanae
STX41017.1	AVR58_14360	2.79e-79	147	70.748	100	100	STX41017.1 Uncharacterised protein 	L. gratiana
CBJ10497.1	AVR58_14360	1.06e-78	146	71.233	99	99	CBJ10497.1 Hypothetical protein of unknown function 	L. longbeachae NSW150
STY21563.1	AVR58_14360	2.47e-78	147	70.748	100	100	STY21563.1 Uncharacterised protein 	L. steigerwaltii
STY27952.1	AVR58_14360	2.69e-78	145	73.103	99	99	STY27952.1 Uncharacterised protein 	L. wadsworthii
RUR23368.1	AVR58_14360	5.51e-77	147	70.068	100	100	RUR23368.1 hypothetical protein ELY20_07090 	L. qingyii
EHL32414.1	AVR58_14360	3.29e-76	146	72.603	99	99	EHL32414.1 hypothetical protein LDG_5370 	L. drancourtii LLAP12
USQ13902.1	AVR58_14360	1.24e-73	146	72.603	99	99	USQ13902.1 hypothetical protein J2N86_00690 	L. lytica
QDP71659.1	AVR58_14360	4.02e-68	146	66.438	99	99	QDP71659.1 hypothetical protein FOG18_03255 	L. israelensis
SNV44141.1	AVR58_14360	1.82e-58	146	59.589	99	99	SNV44141.1 Uncharacterised protein 	L. lansingensis
RUR11509.1	AVR58_14360	1.59e-57	147	59.184	99	99	RUR11509.1 hypothetical protein ELY14_01820 	L. septentrionalis
SUO99551.1	AVR58_14360	3.94e-57	147	57.143	100	100	SUO99551.1 Uncharacterised protein 	L. maceachernii
KTC99324.1	AVR58_14360	4.96e-57	147	57.823	99	99	KTC99324.1 hypothetical protein Lery_0225 	L. erythra
STY27364.1	AVR58_14360	3.75e-56	147	57.143	99	99	STY27364.1 Uncharacterised protein 	L. taurinensis
KTD38382.1	AVR58_14360	4.73e-56	146	56.849	99	99	KTD38382.1 hypothetical protein Loak_1327 	L. oakridgensis
CEE11745.1	AVR58_14360	9.31e-56	145	57.241	99	99	CEE11745.1 hypothetical protein BN1094_00271 	L. massiliensis
KTD52108.1	AVR58_14360	1.68e-55	147	55.102	100	100	KTD52108.1 hypothetical protein Lqui_0952 	L. quinlivanii
CEG59521.1	AVR58_14360	5.19e-55	147	54.422	100	100	CEG59521.1 conserved protein of unknown function 	L. micdadei
CEK09324.1	AVR58_14360	2.33e-54	146	56.164	99	99	CEK09324.1 conserved protein of unknown function 	L. hackeliae
VEH11275.1	AVR58_14360	7.42e-54	146	54.110	99	99	VEH11275.1 Uncharacterised protein 	L. jordanis
VEG91484.1	AVR58_14360	1.84e-53	147	57.823	99	99	VEG91484.1 Uncharacterised protein 	L. spiritensis
STX30338.1	AVR58_14360	3.24e-53	146	54.795	99	99	STX30338.1 Uncharacterised protein 	L. birminghamensis
KTC64825.1	AVR58_14360	2.12e-51	147	53.061	99	99	KTC64825.1 hypothetical protein Lade_2119 	L. adelaidensis
STX52845.1	AVR58_14360	5.48e-51	147	52.381	99	99	STX52845.1 Uncharacterised protein 	L. busanensis
KTC86961.1	AVR58_14360	9.28e-51	146	52.740	99	99	KTC86961.1 hypothetical protein Lbru_0190 	L. brunensis
STX30169.1	AVR58_14360	3.04e-50	158	50.633	100	100	STX30169.1 Uncharacterised protein 	L. beliardensis
ASQ47355.1	AVR58_14360	1.07e-49	146	51.370	99	99	ASQ47355.1 hypothetical protein clem_14145 	L. clemsonensis
KTD34079.1	AVR58_14360	1.34e-49	146	58.904	99	99	KTD34079.1 hypothetical protein Lnau_2049 	L. nautarum
SFL63308.1	AVR58_14360	1.89e-49	146	50.685	99	99	SFL63308.1 hypothetical protein SAMN02746073_1182 	L. jamestowniensis DSM 19215
STX40422.1	AVR58_14360	1.05e-48	146	56.849	99	99	STX40422.1 Uncharacterised protein 	L. donaldsonii
STX37012.1	AVR58_14360	1.98e-48	146	56.164	99	99	STX37012.1 Uncharacterised protein 	L. feeleii
WED42760.1	AVR58_14360	1.13e-46	147	49.660	100	100	WED42760.1 hypothetical protein PXX05_12775 	L. cardiaca
STX94232.1	AVR58_14360	8.61e-35	145	42.759	99	99	STX94232.1 Uncharacterised protein 	L. londiniensis
QBS12810.1	AVR58_14360	1.08e-25	146	35.616	99	99	QBS12810.1 hypothetical protein E4T54_08660 	L. geestiana
# BLASTP 2.14.0+
# Query: AVR58_14370
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 41 hits found
AOU50387.1	AVR58_14370	0.0	636	100.000	100	100	AOU50387.1 hypothetical protein A9E85_14395 	L. pneumophila
AOU49049.1	AVR58_14370	2.30e-119	607	38.880	93	93	AOU49049.1 hypothetical protein A9E85_07205 	L. pneumophila
MBL7481436.1	AVR58_14370	6.22e-37	441	29.705	66	66	MBL7481436.1 hypothetical protein IZU94_15855 	L. sp. 27fs60
STY16356.1	AVR58_14370	6.08e-35	431	29.698	66	66	STY16356.1 putative glucosyltransferase Lgt1 	L. quateirensis
AOU48933.1	AVR58_14370	1.01e-33	450	28.444	67	67	AOU48933.1 glucosyltransferase Lgt1 	L. pneumophila
SNV06915.1	AVR58_14370	5.99e-33	439	31.207	67	67	SNV06915.1 putative glucosyltransferase Lgt1 	L. waltersii
AYK03028.1	AVR58_14370	9.51e-12	204	28.922	31	31	AYK03028.1 hypothetical protein CAB17_13510 	L. sainthelensi
RUR22872.1	AVR58_14370	1.54e-11	197	30.964	30	30	RUR22872.1 hypothetical protein ELY20_09135 	L. qingyii
STX35193.1	AVR58_14370	4.31e-11	161	31.677	24	24	STX35193.1 putative glucosyltransferase Lgt1 	L. cincinnatiensis
WED41985.1	AVR58_14370	1.15e-10	165	29.697	24	24	WED41985.1 glycosyltransferase family 88 protein 	L. cardiaca
CBJ12098.1	AVR58_14370	2.33e-10	204	29.412	31	31	CBJ12098.1 hypothetical protein LLO_1721 	L. longbeachae NSW150
AWN74376.1	AVR58_14370	2.61e-10	207	28.986	32	32	AWN74376.1 hypothetical protein DLD14_11240 	L. anisa
STX44731.1	AVR58_14370	4.25e-10	201	28.856	31	31	STX44731.1 putative glucosyltransferase Lgt1 	L. gratiana
CEG58573.1	AVR58_14370	6.77e-10	153	30.065	24	24	CEG58573.1 conserved protein of unknown function 	L. fallonii LLAP-10
STO34096.1	AVR58_14370	7.25e-10	197	29.442	30	30	STO34096.1 Uncharacterised protein 	L. bozemanae
STY22981.1	AVR58_14370	7.58e-10	164	28.659	25	25	STY22981.1 putative glucosyltransferase Lgt1 	L. steigerwaltii
STX32173.1	AVR58_14370	1.35e-09	175	28.571	26	26	STX32173.1 putative glucosyltransferase Lgt1 	L. birminghamensis
SNV05099.1	AVR58_14370	1.55e-09	159	28.302	24	24	SNV05099.1 putative glucosyltransferase Lgt1 	L. waltersii
CEG56091.1	AVR58_14370	2.10e-09	162	30.864	25	25	CEG56091.1 conserved protein of unknown function 	L. fallonii LLAP-10
KTD68150.1	AVR58_14370	2.38e-09	229	27.074	35	35	KTD68150.1 putative glucosyltransferase Lgt1 	L. steelei
KTD53118.1	AVR58_14370	4.46e-09	203	28.571	31	31	KTD53118.1 putative glucosyltransferase Lgt1 	L. santicrucis
STY16730.1	AVR58_14370	6.18e-09	159	30.189	24	24	STY16730.1 putative glucosyltransferase Lgt1 	L. quateirensis
STX76465.1	AVR58_14370	7.39e-09	150	30.667	23	23	STX76465.1 putative glucosyltransferase Lgt1 	L. parisiensis
MBL7480487.1	AVR58_14370	1.01e-08	159	30.189	24	24	MBL7480487.1 hypothetical protein IZU94_11005 	L. sp. 27fs60
RUR26369.1	AVR58_14370	1.35e-08	222	27.027	34	34	RUR26369.1 hypothetical protein ELY20_00115 	L. qingyii
STX61560.1	AVR58_14370	1.23e-07	155	28.387	24	24	STX61560.1 putative glucosyltransferase Lgt1 	L. moravica
MCL9685080.1	AVR58_14370	1.30e-07	213	27.230	32	32	MCL9685080.1 hypothetical protein LOX96_13310 	L. sp. HCPI-6
USQ12699.1	AVR58_14370	1.47e-07	209	24.880	32	32	USQ12699.1 hypothetical protein J2N86_08230 	L. lytica
STY31750.1	AVR58_14370	3.12e-07	163	28.834	25	25	STY31750.1 putative glucosyltransferase Lgt1 	L. worsleiensis
BCA94412.1	AVR58_14370	4.52e-07	368	20.652	55	55	BCA94412.1 hypothetical protein TUM19329_07730 	L. antarctica
STY29362.1	AVR58_14370	5.72e-07	151	30.464	23	23	STY29362.1 putative glucosyltransferase Lgt1 	L. wadsworthii
CBJ11947.1	AVR58_14370	3.60e-06	212	27.830	31	31	CBJ11947.1 hypothetical protein LLO_1578 	L. longbeachae NSW150
KTC97777.1	AVR58_14370	4.74e-06	183	28.415	28	28	KTC97777.1 putative glucosyltransferase Lgt1 	L. erythra
STX41863.1	AVR58_14370	4.79e-06	207	27.536	32	32	STX41863.1 putative glucosyltransferase Lgt1 	L. donaldsonii
STX62840.1	AVR58_14370	6.45e-06	141	32.624	21	21	STX62840.1 putative glucosyltransferase Lgt1 	L. moravica
KTD36999.1	AVR58_14370	8.63e-06	151	28.477	21	21	KTD36999.1 putative glucosyltransferase Lgt1 	L. oakridgensis
KTD38521.1	AVR58_14370	1.55e-05	174	27.011	26	26	KTD38521.1 putative glucosyltransferase Lgt1 	L. nautarum
STX40316.1	AVR58_14370	1.06e-04	208	26.923	31	31	STX40316.1 putative glucosyltransferase Lgt1 	L. donaldsonii
WED41937.1	AVR58_14370	1.76e-04	220	25.455	33	33	WED41937.1 glycosyltransferase family 88 protein 	L. cardiaca
EHL29039.1	AVR58_14370	3.10e-04	134	29.104	20	20	EHL29039.1 hypothetical protein LDG_9037 	L. drancourtii LLAP12
EHL29040.1	AVR58_14370	6.66e-04	117	32.479	18	18	EHL29040.1 hypothetical protein LDG_9038 	L. drancourtii LLAP12
# BLASTP 2.14.0+
# Query: AVR58_14435
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 24 hits found
AOU50399.1	AVR58_14435	0.0	294	100.000	100	100	AOU50399.1 hypothetical protein A9E85_14460 	L. pneumophila
KGP64292.1	AVR58_14435	5.22e-114	295	57.966	100	100	KGP64292.1 hypothetical protein EP47_00115 	L. norrlandica
BCA97040.1	AVR58_14435	2.27e-106	263	57.795	88	88	BCA97040.1 hypothetical protein TUM19329_34010 	L. antarctica
RUR23379.1	AVR58_14435	1.99e-89	274	50.730	91	91	RUR23379.1 hypothetical protein ELY20_07150 	L. qingyii
CEG58935.1	AVR58_14435	1.38e-70	286	44.056	93	93	CEG58935.1 conserved protein of unknown function 	L. fallonii LLAP-10
MBL7481715.1	AVR58_14435	2.39e-69	291	42.612	94	94	MBL7481715.1 hypothetical protein IZU94_17260 	L. sp. 27fs60
STY19379.1	AVR58_14435	3.97e-67	273	43.590	87	87	STY19379.1 Uncharacterised protein 	L. quateirensis
SNV14065.1	AVR58_14435	2.19e-61	321	39.564	94	94	SNV14065.1 Uncharacterised protein 	L. waltersii
STX64067.1	AVR58_14435	7.46e-60	270	40.370	86	86	STX64067.1 Uncharacterised protein 	L. moravica
MCL9682979.1	AVR58_14435	8.65e-59	280	37.857	85	85	MCL9682979.1 hypothetical protein LOX96_02625 	L. sp. HCPI-6
STY32315.1	AVR58_14435	1.22e-36	288	30.903	91	91	STY32315.1 coiled-coil protein 	L. worsleiensis
QDP71710.1	AVR58_14435	4.29e-07	156	30.769	49	49	QDP71710.1 hypothetical protein FOG18_03545 	L. israelensis
KTD57516.1	AVR58_14435	7.45e-07	274	24.088	83	83	KTD57516.1 coiled-coil protein 	L. shakespearei DSM 23087
USQ13918.1	AVR58_14435	5.29e-05	280	23.571	85	85	USQ13918.1 hypothetical protein J2N86_00785 	L. lytica
CEK09299.1	AVR58_14435	7.80e-05	245	21.633	71	71	CEK09299.1 protein of unknown function 	L. hackeliae
STY27966.1	AVR58_14435	9.26e-05	153	28.758	50	50	STY27966.1 coiled-coil protein 	L. wadsworthii
AUH71495.1	AVR58_14435	1.75e-04	159	27.673	50	50	AUH71495.1 hypothetical protein CAB17_04995 	L. sainthelensi
VEG91698.1	AVR58_14435	2.81e-04	157	27.389	48	48	VEG91698.1 Uncharacterised protein 	L. spiritensis
KTD69603.1	AVR58_14435	3.48e-04	162	24.691	50	50	KTD69603.1 coiled-coil protein 	L. steelei
STX41063.1	AVR58_14435	4.01e-04	164	27.439	50	50	STX41063.1 coiled-coil protein 	L. gratiana
STX33608.1	AVR58_14435	0.002	157	28.662	50	50	STX33608.1 coiled-coil protein 	L. cincinnatiensis
CBJ10517.1	AVR58_14435	0.002	162	27.160	50	50	CBJ10517.1 putative coiled-coil protein 	L. longbeachae NSW150
KTD67474.1	AVR58_14435	0.002	159	27.044	50	50	KTD67474.1 coiled-coil protein 	L. santicrucis
STO32504.1	AVR58_14435	0.007	263	23.954	79	79	STO32504.1 Uncharacterised protein 	L. bozemanae
# BLASTP 2.14.0+
# Query: AVR58_14460
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 46 hits found
AOU50404.1	AVR58_14460	0.0	577	100.000	100	100	AOU50404.1 hypothetical protein A9E85_14485 	L. pneumophila
KGP64295.1	AVR58_14460	0.0	572	73.951	98	98	KGP64295.1 hypothetical protein EP47_00135 	L. norrlandica
KTD57523.1	AVR58_14460	0.0	603	58.375	99	99	KTD57523.1 hypothetical protein Lsha_2364 	L. shakespearei DSM 23087
MBL7481710.1	AVR58_14460	0.0	565	57.168	98	98	MBL7481710.1 hypothetical protein IZU94_17235 	L. sp. 27fs60
STX64071.1	AVR58_14460	0.0	569	55.185	98	98	STX64071.1 Uncharacterised protein 	L. moravica
STY19383.1	AVR58_14460	0.0	561	56.863	97	97	STY19383.1 Uncharacterised protein 	L. quateirensis
STY32311.1	AVR58_14460	0.0	569	51.670	98	98	STY32311.1 Uncharacterised protein 	L. worsleiensis
SNV14097.1	AVR58_14460	0.0	472	58.898	93	81	SNV14097.1 Uncharacterised protein 	L. waltersii
SNV14097.1	AVR58_14460	2.73e-40	184	45.652	93	31	SNV14097.1 Uncharacterised protein 	L. waltersii
BCA97042.1	AVR58_14460	0.0	594	47.138	95	95	BCA97042.1 hypothetical protein TUM19329_34030 	L. antarctica
CEG58939.1	AVR58_14460	7.56e-168	642	43.458	99	99	CEG58939.1 conserved protein of unknown function 	L. fallonii LLAP-10
STX41070.1	AVR58_14460	6.06e-145	585	43.077	97	97	STX41070.1 Uncharacterised protein 	L. gratiana
CBJ10520.1	AVR58_14460	5.55e-142	587	42.930	97	97	CBJ10520.1 hypothetical protein LLO_0192 	L. longbeachae NSW150
AWN72744.1	AVR58_14460	9.34e-141	574	45.296	97	97	AWN72744.1 hypothetical protein DLD14_02185 	L. anisa
AUH71498.1	AVR58_14460	1.29e-139	588	41.837	97	97	AUH71498.1 hypothetical protein CAB17_05010 	L. sainthelensi
STY27969.1	AVR58_14460	1.39e-139	559	44.902	94	94	STY27969.1 Uncharacterised protein 	L. wadsworthii
KTD67478.1	AVR58_14460	1.81e-139	587	41.908	97	97	KTD67478.1 hypothetical protein Lsan_0369 	L. santicrucis
RUR23382.1	AVR58_14460	2.49e-139	574	45.122	97	97	RUR23382.1 hypothetical protein ELY20_07170 	L. qingyii
STX71651.1	AVR58_14460	3.95e-139	591	44.332	99	99	STX71651.1 Uncharacterised protein 	L. parisiensis
STO32508.1	AVR58_14460	3.15e-138	591	44.162	99	99	STO32508.1 Uncharacterised protein 	L. bozemanae
STX33611.1	AVR58_14460	4.71e-138	587	41.908	97	97	STX33611.1 Uncharacterised protein 	L. cincinnatiensis
STY21581.1	AVR58_14460	4.16e-122	568	41.373	94	94	STY21581.1 Uncharacterised protein 	L. steigerwaltii
KTD69607.1	AVR58_14460	4.52e-119	578	41.003	97	97	KTD69607.1 hypothetical protein Lste_2765 	L. steelei
EHL29235.1	AVR58_14460	2.82e-100	583	32.933	97	97	EHL29235.1 hypothetical protein LDG_8669 	L. drancourtii LLAP12
USQ13921.1	AVR58_14460	4.38e-81	527	30.930	89	89	USQ13921.1 hypothetical protein J2N86_00800 	L. lytica
QDP71708.1	AVR58_14460	2.25e-64	536	30.410	89	89	QDP71708.1 hypothetical protein FOG18_03530 	L. israelensis
STX30214.1	AVR58_14460	8.08e-52	583	26.587	96	96	STX30214.1 Uncharacterised protein 	L. beliardensis
SNV43695.1	AVR58_14460	2.37e-49	526	28.517	89	89	SNV43695.1 Uncharacterised protein 	L. lansingensis
KTC86938.1	AVR58_14460	9.26e-49	561	28.877	93	93	KTC86938.1 hypothetical protein Lbru_0167 	L. brunensis
SFL62967.1	AVR58_14460	1.29e-43	522	28.927	86	86	SFL62967.1 hypothetical protein SAMN02746073_1162 	L. jamestowniensis DSM 19215
CEG59486.1	AVR58_14460	2.17e-43	457	29.103	77	77	CEG59486.1 protein of unknown function 	L. micdadei
ASQ47375.1	AVR58_14460	2.69e-42	475	27.368	80	80	ASQ47375.1 hypothetical protein clem_14245 	L. clemsonensis
WED42788.1	AVR58_14460	8.44e-42	448	28.348	77	77	WED42788.1 hypothetical protein PXX05_12925 	L. cardiaca
STX52900.1	AVR58_14460	8.49e-42	564	24.645	92	92	STX52900.1 Uncharacterised protein 	L. busanensis
CEK09296.1	AVR58_14460	3.88e-40	451	27.273	76	76	CEK09296.1 protein of unknown function 	L. hackeliae
CEE12061.1	AVR58_14460	1.48e-39	493	26.978	80	80	CEE12061.1 hypothetical protein BN1094_00590 	L. massiliensis
STX40402.1	AVR58_14460	3.33e-35	473	26.004	79	79	STX40402.1 Uncharacterised protein 	L. donaldsonii
STX36992.1	AVR58_14460	4.21e-34	545	24.587	92	92	STX36992.1 Uncharacterised protein 	L. feeleii
KTD51898.1	AVR58_14460	9.12e-32	526	24.144	86	86	KTD51898.1 hypothetical protein Lqui_0742 	L. quinlivanii
STX33180.1	AVR58_14460	2.80e-31	453	24.724	75	75	STX33180.1 Uncharacterised protein 	L. birminghamensis
KTD36604.1	AVR58_14460	7.47e-26	467	26.124	77	77	KTD36604.1 hypothetical protein Lnau_1588 	L. nautarum
VEH11254.1	AVR58_14460	4.79e-25	482	26.141	78	78	VEH11254.1 Uncharacterised protein 	L. jordanis
